Vehicle,Day,Arrival,Departure,Punctuality,Distance,Latitude,Longitude,Data,Timetable,Block,JourneySeq,Line,Journey,StopSeq,Stop,StopName,Punctuality_Seconds,Didok,On_Second_Class,Off_Second_Class,Day_Type,Door_open_time,Door_open_time_Seconds,Direction,Passenger_Count,schedule_departure,Arrival_Hour,Hour,Date,Delay_Impact,YearMonth
524,2024-07-06,2024-07-06 18:57:46,2024-07-06 18:57:57,0 days 00:01:27,378.0,46.806226,7.1756,286,6,6026,23,2,62692.0,2,858914102,"Fribourg, Chaley",87.0,8589141,3.11,0.0,sam,0 days 00:00:11,11.0,3,3.53,2024-07-06 18:56:30,18,18,2024-07-06,307.10999999999996,2024-07
524,2024-07-06,2024-07-06 18:58:48,2024-07-06 18:58:48,0 days 00:01:48,324.0,46.806778,7.171546,286,6,6026,23,2,62692.0,3,858915202,"Fribourg, Mon-Repos",108.0,8589152,1.29,0.0,sam,0 days 00:00:00,0.0,3,4.82,2024-07-06 18:57:00,18,18,2024-07-06,520.5600000000001,2024-07
524,2024-07-06,2024-07-06 19:00:00,2024-07-06 19:00:00,0 days 00:02:00,275.0,46.809775,7.170648,286,6,6026,23,2,62692.0,5,858913802,"Fribourg, Cité-Jardins",120.0,8589138,1.59,0.47,sam,0 days 00:00:00,0.0,3,6.15,2024-07-06 18:58:00,19,19,2024-07-06,738.0,2024-07
524,2024-07-06,2024-07-06 19:00:50,2024-07-06 19:01:02,0 days 00:01:02,294.0,46.81146,7.17099,286,6,6026,23,2,62692.0,6,859176602,"Fribourg, Boschung",62.0,8591766,6.12,0.34,sam,0 days 00:00:12,12.0,3,11.93,2024-07-06 19:00:00,19,19,2024-07-06,739.66,2024-07
524,2024-07-06,2024-07-06 19:05:04,2024-07-06 19:05:13,0 days 00:01:13,700.0,46.806081,7.161275,286,6,6026,23,2,62692.0,9,858725502,"Fribourg, Tilleul/Cathédrale",73.0,8587255,4.31,1.98,sam,0 days 00:00:09,9.0,3,15.36,2024-07-06 19:04:00,19,19,2024-07-06,1121.28,2024-07
524,2024-07-06,2024-07-06 19:06:53,2024-07-06 19:07:10,0 days 00:01:10,151.0,46.80367,7.154975,286,6,6026,23,2,62692.0,11,858916102,"Fribourg, St-Pierre",70.0,8589161,4.0,5.33,sam,0 days 00:00:17,17.0,3,14.03,2024-07-06 19:06:00,19,19,2024-07-06,982.0999999999999,2024-07
524,2024-07-06,2024-07-06 19:08:26,2024-07-06 19:08:43,-1 days +23:59:43,339.0,46.8029,7.151241,286,6,6026,23,2,62692.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",-17.0,8592374,15.16,9.05,sam,0 days 00:00:17,17.0,3,20.14,2024-07-06 19:09:00,19,19,2024-07-06,-342.38,2024-07
523,2024-07-06,2024-07-06 19:02:34,2024-07-06 19:02:43,0 days 00:00:43,197.0,46.806688,7.172095,286,6,6022,31,2,62698.0,3,858915202,"Fribourg, Mon-Repos",43.0,8589152,0.5,0.5,sam,0 days 00:00:09,9.0,3,0.0,2024-07-06 19:02:00,19,19,2024-07-06,0.0,2024-07
523,2024-07-06,2024-07-06 19:03:37,2024-07-06 19:03:44,0 days 00:00:44,175.0,46.809391,7.170446,286,6,6022,31,2,62698.0,5,858913802,"Fribourg, Cité-Jardins",44.0,8589138,0.67,0.5,sam,0 days 00:00:07,7.0,3,0.17,2024-07-06 19:03:00,19,19,2024-07-06,7.48,2024-07
523,2024-07-06,2024-07-06 19:08:44,2024-07-06 19:08:56,-1 days +23:59:56,653.0,46.80609,7.161205,286,6,6022,31,2,62698.0,9,858725502,"Fribourg, Tilleul/Cathédrale",-4.0,8587255,1.17,0.0,sam,0 days 00:00:12,12.0,3,1.34,2024-07-06 19:09:00,19,19,2024-07-06,-5.36,2024-07
523,2024-07-06,2024-07-06 19:10:43,2024-07-06 19:10:53,-1 days +23:59:53,94.0,46.803935,7.155423,286,6,6022,31,2,62698.0,11,858916102,"Fribourg, St-Pierre",-7.0,8589161,0.83,2.17,sam,0 days 00:00:10,10.0,3,0.0,2024-07-06 19:11:00,19,19,2024-07-06,-0.0,2024-07
523,2024-07-06,2024-07-06 19:12:27,2024-07-06 19:12:50,-1 days +23:58:50,396.0,46.80281,7.15138,286,6,6022,31,2,62698.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",-70.0,8592374,2.67,0.83,sam,0 days 00:00:23,23.0,3,1.84,2024-07-06 19:14:00,19,19,2024-07-06,-128.8,2024-07
533,2024-07-06,2024-07-06 19:18:51,2024-07-06 19:19:02,0 days 00:02:02,269.0,46.806496,7.17236,286,6,6023,31,2,62712.0,3,858915202,"Fribourg, Mon-Repos",122.0,8589152,2.86,0.0,sam,0 days 00:00:11,11.0,3,2.86,2024-07-06 19:17:00,19,19,2024-07-06,348.91999999999996,2024-07
533,2024-07-06,2024-07-06 19:19:58,2024-07-06 19:20:07,0 days 00:02:07,156.0,46.809428,7.170315,286,6,6023,31,2,62712.0,5,858913802,"Fribourg, Cité-Jardins",127.0,8589138,0.0,1.0,sam,0 days 00:00:09,9.0,3,1.86,2024-07-06 19:18:00,19,19,2024-07-06,236.22,2024-07
533,2024-07-06,2024-07-06 19:25:30,2024-07-06 19:25:38,0 days 00:01:38,630.0,46.806106,7.161246,286,6,6023,31,2,62712.0,9,858725502,"Fribourg, Tilleul/Cathédrale",98.0,8587255,0.0,1.0,sam,0 days 00:00:08,8.0,3,0.8599999999999999,2024-07-06 19:24:00,19,19,2024-07-06,84.27999999999999,2024-07
533,2024-07-06,2024-07-06 19:29:43,2024-07-06 19:30:32,0 days 00:01:32,349.0,46.803003,7.151508,286,6,6023,31,2,62712.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",92.0,8592374,5.71,1.0,sam,0 days 00:00:49,49.0,3,5.57,2024-07-06 19:29:00,19,19,2024-07-06,512.44,2024-07
528,2024-07-06,2024-07-06 19:32:08,2024-07-06 19:32:29,0 days 00:00:59,401.0,46.806263,7.175528,286,6,6021,33,2,62722.0,2,858914102,"Fribourg, Chaley",59.0,8589141,2.32,2.0,sam,0 days 00:00:21,21.0,3,1.4799999999999998,2024-07-06 19:31:30,19,19,2024-07-06,87.31999999999998,2024-07
528,2024-07-06,2024-07-06 19:33:03,2024-07-06 19:33:13,0 days 00:01:13,281.0,46.806656,7.172096,286,6,6021,33,2,62722.0,3,858915202,"Fribourg, Mon-Repos",73.0,8589152,4.64,0.0,sam,0 days 00:00:10,10.0,3,6.119999999999999,2024-07-06 19:32:00,19,19,2024-07-06,446.75999999999993,2024-07
528,2024-07-06,2024-07-06 19:34:06,2024-07-06 19:34:15,0 days 00:01:15,200.0,46.809393,7.170446,286,6,6021,33,2,62722.0,5,858913802,"Fribourg, Cité-Jardins",75.0,8589138,4.64,0.0,sam,0 days 00:00:09,9.0,3,10.759999999999998,2024-07-06 19:33:00,19,19,2024-07-06,806.9999999999999,2024-07
528,2024-07-06,2024-07-06 19:35:12,2024-07-06 19:35:27,0 days 00:00:27,364.0,46.811438,7.17098,286,6,6021,33,2,62722.0,6,859176602,"Fribourg, Boschung",27.0,8591766,10.43,0.0,sam,0 days 00:00:15,15.0,3,21.19,2024-07-06 19:35:00,19,19,2024-07-06,572.13,2024-07
528,2024-07-06,2024-07-06 19:38:58,2024-07-06 19:39:21,0 days 00:00:21,735.0,46.806066,7.16125,286,6,6021,33,2,62722.0,9,858725502,"Fribourg, Tilleul/Cathédrale",21.0,8587255,6.96,5.0,sam,0 days 00:00:23,23.0,3,22.15,2024-07-06 19:39:00,19,19,2024-07-06,465.15,2024-07
528,2024-07-06,2024-07-06 19:40:57,2024-07-06 19:41:08,0 days 00:00:08,118.0,46.803981,7.155098,286,6,6021,33,2,62722.0,11,858916102,"Fribourg, St-Pierre",8.0,8589161,0.0,10.0,sam,0 days 00:00:11,11.0,3,12.15,2024-07-06 19:41:00,19,19,2024-07-06,97.2,2024-07
528,2024-07-06,2024-07-06 19:42:25,2024-07-06 19:43:44,-1 days +23:59:44,390.0,46.80292,7.151253,286,6,6021,33,2,62722.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",-16.0,8592374,18.55,5.0,sam,0 days 00:01:19,79.0,3,25.7,2024-07-06 19:44:00,19,19,2024-07-06,-411.2,2024-07
528,2024-07-07,2024-07-07 15:17:07,2024-07-07 15:17:19,0 days 00:00:49,399.0,46.806338,7.175613,286,7,6022,23,2,62500.0,2,858914102,"Fribourg, Chaley",49.0,8589141,7.0,0.0,dim,0 days 00:00:12,12.0,3,7.0,2024-07-07 15:16:30,15,15,2024-07-07,343.0,2024-07
528,2024-07-07,2024-07-07 15:17:52,2024-07-07 15:18:10,0 days 00:01:10,283.0,46.80672,7.172153,286,7,6022,23,2,62500.0,3,858915202,"Fribourg, Mon-Repos",70.0,8589152,10.0,0.0,dim,0 days 00:00:18,18.0,3,17.0,2024-07-07 15:17:00,15,15,2024-07-07,1190.0,2024-07
528,2024-07-07,2024-07-07 15:19:00,2024-07-07 15:19:11,0 days 00:01:11,194.0,46.809326,7.170403,286,7,6022,23,2,62500.0,5,858913802,"Fribourg, Cité-Jardins",71.0,8589138,4.0,0.0,dim,0 days 00:00:11,11.0,3,21.0,2024-07-07 15:18:00,15,15,2024-07-07,1491.0,2024-07
528,2024-07-07,2024-07-07 15:20:06,2024-07-07 15:20:16,0 days 00:00:16,360.0,46.8114,7.171026,286,7,6022,23,2,62500.0,6,859176602,"Fribourg, Boschung",16.0,8591766,3.0,0.0,dim,0 days 00:00:10,10.0,3,24.0,2024-07-07 15:20:00,15,15,2024-07-07,384.0,2024-07
528,2024-07-07,2024-07-07 15:23:51,2024-07-07 15:24:26,0 days 00:00:26,731.0,46.806098,7.161285,286,7,6022,23,2,62500.0,9,858725502,"Fribourg, Tilleul/Cathédrale",26.0,8587255,7.0,5.0,dim,0 days 00:00:35,35.0,3,26.0,2024-07-07 15:24:00,15,15,2024-07-07,676.0,2024-07
528,2024-07-07,2024-07-07 15:26:12,2024-07-07 15:26:25,0 days 00:00:25,119.0,46.803983,7.155433,286,7,6022,23,2,62500.0,11,858916102,"Fribourg, St-Pierre",25.0,8589161,1.0,7.0,dim,0 days 00:00:13,13.0,3,20.0,2024-07-07 15:26:00,15,15,2024-07-07,500.0,2024-07
528,2024-07-07,2024-07-07 15:28:28,2024-07-07 15:29:58,0 days 00:00:58,410.0,46.802916,7.151286,286,7,6022,23,2,62500.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",58.0,8592374,26.0,17.0,dim,0 days 00:01:30,90.0,3,29.0,2024-07-07 15:29:00,15,15,2024-07-07,1682.0,2024-07
529,2024-07-07,2024-07-07 15:32:59,2024-07-07 15:33:08,0 days 00:01:08,202.0,46.806695,7.172108,286,7,6023,21,2,62514.0,3,858915202,"Fribourg, Mon-Repos",68.0,8589152,1.0,0.0,dim,0 days 00:00:09,9.0,3,1.0,2024-07-07 15:32:00,15,15,2024-07-07,68.0,2024-07
529,2024-07-07,2024-07-07 15:34:34,2024-07-07 15:34:44,0 days 00:01:44,223.0,46.809391,7.17046,286,7,6023,21,2,62514.0,5,858913802,"Fribourg, Cité-Jardins",104.0,8589138,2.0,0.0,dim,0 days 00:00:10,10.0,3,4.0,2024-07-07 15:33:00,15,15,2024-07-07,416.0,2024-07
529,2024-07-07,2024-07-07 15:35:46,2024-07-07 15:36:07,0 days 00:01:07,346.0,46.811446,7.171015,286,7,6023,21,2,62514.0,6,859176602,"Fribourg, Boschung",67.0,8591766,11.0,1.0,dim,0 days 00:00:21,21.0,3,14.0,2024-07-07 15:35:00,15,15,2024-07-07,938.0,2024-07
529,2024-07-07,2024-07-07 15:40:17,2024-07-07 15:40:41,0 days 00:01:41,695.0,46.806138,7.161325,286,7,6023,21,2,62514.0,9,858725502,"Fribourg, Tilleul/Cathédrale",101.0,8587255,3.0,3.0,dim,0 days 00:00:24,24.0,3,17.0,2024-07-07 15:39:00,15,15,2024-07-07,1717.0,2024-07
529,2024-07-07,2024-07-07 15:42:34,2024-07-07 15:42:47,0 days 00:01:47,112.0,46.803926,7.155118,286,7,6023,21,2,62514.0,11,858916102,"Fribourg, St-Pierre",107.0,8589161,5.0,5.0,dim,0 days 00:00:13,13.0,3,17.0,2024-07-07 15:41:00,15,15,2024-07-07,1819.0,2024-07
529,2024-07-07,2024-07-07 15:45:10,2024-07-07 15:45:35,0 days 00:01:35,374.0,46.802903,7.151245,286,7,6023,21,2,62514.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",95.0,8592374,18.0,13.0,dim,0 days 00:00:25,25.0,3,22.0,2024-07-07 15:44:00,15,15,2024-07-07,2090.0,2024-07
6605,2024-07-07,2024-07-07 15:48:38,2024-07-07 15:49:00,0 days 00:02:30,399.0,46.806248,7.175536,286,7,6021,25,2,62528.0,2,858914102,"Fribourg, Chaley",150.0,8589141,8.0,0.0,dim,0 days 00:00:22,22.0,3,8.0,2024-07-07 15:46:30,15,15,2024-07-07,1200.0,2024-07
6605,2024-07-07,2024-07-07 15:49:36,2024-07-07 15:49:58,0 days 00:02:58,279.0,46.806671,7.172133,286,7,6021,25,2,62528.0,3,858915202,"Fribourg, Mon-Repos",178.0,8589152,4.0,0.0,dim,0 days 00:00:22,22.0,3,12.0,2024-07-07 15:47:00,15,15,2024-07-07,2136.0,2024-07
6605,2024-07-07,2024-07-07 15:50:53,2024-07-07 15:51:06,0 days 00:03:06,186.0,46.809331,7.170456,286,7,6021,25,2,62528.0,5,858913802,"Fribourg, Cité-Jardins",186.0,8589138,5.0,0.0,dim,0 days 00:00:13,13.0,3,17.0,2024-07-07 15:48:00,15,15,2024-07-07,3162.0,2024-07
6605,2024-07-07,2024-07-07 15:52:00,2024-07-07 15:52:13,0 days 00:02:13,362.0,46.811425,7.171055,286,7,6021,25,2,62528.0,6,859176602,"Fribourg, Boschung",133.0,8591766,3.0,0.0,dim,0 days 00:00:13,13.0,3,20.0,2024-07-07 15:50:00,15,15,2024-07-07,2660.0,2024-07
6605,2024-07-07,2024-07-07 15:55:32,2024-07-07 15:56:39,0 days 00:02:39,686.0,46.806103,7.161281,286,7,6021,25,2,62528.0,9,858725502,"Fribourg, Tilleul/Cathédrale",159.0,8587255,4.0,0.0,dim,0 days 00:01:07,67.0,3,24.0,2024-07-07 15:54:00,15,15,2024-07-07,3816.0,2024-07
6605,2024-07-07,2024-07-07 15:58:37,2024-07-07 15:58:50,0 days 00:02:50,101.0,46.80397,7.155278,286,7,6021,25,2,62528.0,11,858916102,"Fribourg, St-Pierre",170.0,8589161,2.0,1.12,dim,0 days 00:00:13,13.0,3,24.88,2024-07-07 15:56:00,15,15,2024-07-07,4229.599999999999,2024-07
6605,2024-07-07,2024-07-07 16:00:29,2024-07-07 16:01:36,0 days 00:02:36,389.0,46.802915,7.151615,286,7,6021,25,2,62528.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",156.0,8592374,11.0,17.94,dim,0 days 00:01:07,67.0,3,17.939999999999998,2024-07-07 15:59:00,16,16,2024-07-07,2798.6399999999994,2024-07
530,2024-07-07,2024-07-07 16:03:59,2024-07-07 16:04:14,0 days 00:02:44,381.0,46.806241,7.17556,286,7,6024,21,2,62542.0,2,858914102,"Fribourg, Chaley",164.0,8589141,3.45,0.28,dim,0 days 00:00:15,15.0,3,4.34,2024-07-07 16:01:30,16,16,2024-07-07,711.76,2024-07
530,2024-07-07,2024-07-07 16:04:46,2024-07-07 16:04:46,0 days 00:02:46,315.0,46.806741,7.171716,286,7,6024,21,2,62542.0,3,858915202,"Fribourg, Mon-Repos",166.0,8589152,2.7,0.22,dim,0 days 00:00:00,0.0,3,6.82,2024-07-07 16:02:00,16,16,2024-07-07,1132.1200000000001,2024-07
530,2024-07-07,2024-07-07 16:05:31,2024-07-07 16:05:42,0 days 00:02:42,174.0,46.80937,7.170475,286,7,6024,21,2,62542.0,5,858913802,"Fribourg, Cité-Jardins",162.0,8589138,3.63,0.35,dim,0 days 00:00:11,11.0,3,10.56,2024-07-07 16:03:00,16,16,2024-07-07,1710.72,2024-07
530,2024-07-07,2024-07-07 16:06:43,2024-07-07 16:07:00,0 days 00:02:00,349.0,46.811456,7.170998,286,7,6024,21,2,62542.0,6,859176602,"Fribourg, Boschung",120.0,8591766,6.58,0.48,dim,0 days 00:00:17,17.0,3,16.66,2024-07-07 16:05:00,16,16,2024-07-07,1999.2,2024-07
530,2024-07-07,2024-07-07 16:11:15,2024-07-07 16:11:28,0 days 00:02:28,697.0,46.806088,7.161275,286,7,6024,21,2,62542.0,9,858725502,"Fribourg, Tilleul/Cathédrale",148.0,8587255,5.04,2.12,dim,0 days 00:00:13,13.0,3,21.96,2024-07-07 16:09:00,16,16,2024-07-07,3250.08,2024-07
530,2024-07-07,2024-07-07 16:13:20,2024-07-07 16:13:33,0 days 00:02:33,113.0,46.803755,7.155241,286,7,6024,21,2,62542.0,11,858916102,"Fribourg, St-Pierre",153.0,8589161,3.02,6.46,dim,0 days 00:00:13,13.0,3,18.52,2024-07-07 16:11:00,16,16,2024-07-07,2833.56,2024-07
530,2024-07-07,2024-07-07 16:15:00,2024-07-07 16:15:26,0 days 00:01:26,372.0,46.802925,7.15124,286,7,6024,21,2,62542.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",86.0,8592374,12.81,16.07,dim,0 days 00:00:26,26.0,3,15.26,2024-07-07 16:14:00,16,16,2024-07-07,1312.36,2024-07
528,2024-07-07,2024-07-07 16:18:16,2024-07-07 16:18:28,0 days 00:01:58,396.0,46.806233,7.175588,286,7,6022,25,2,62554.0,2,858914102,"Fribourg, Chaley",118.0,8589141,9.66,2.0,dim,0 days 00:00:12,12.0,3,7.66,2024-07-07 16:16:30,16,16,2024-07-07,903.88,2024-07
528,2024-07-07,2024-07-07 16:19:04,2024-07-07 16:19:13,0 days 00:02:13,283.0,46.80674,7.172215,286,7,6022,25,2,62554.0,3,858915202,"Fribourg, Mon-Repos",133.0,8589152,2.41,0.0,dim,0 days 00:00:09,9.0,3,10.07,2024-07-07 16:17:00,16,16,2024-07-07,1339.31,2024-07
528,2024-07-07,2024-07-07 16:20:26,2024-07-07 16:20:35,0 days 00:02:35,235.0,46.80935,7.170561,286,7,6022,25,2,62554.0,5,858913802,"Fribourg, Cité-Jardins",155.0,8589138,3.62,0.0,dim,0 days 00:00:09,9.0,3,14.900000000000002,2024-07-07 16:18:00,16,16,2024-07-07,2309.5000000000005,2024-07
528,2024-07-07,2024-07-07 16:26:06,2024-07-07 16:26:14,0 days 00:02:14,748.0,46.80626,7.161125,286,7,6022,25,2,62554.0,9,858725502,"Fribourg, Tilleul/Cathédrale",134.0,8587255,0.0,2.0,dim,0 days 00:00:08,8.0,3,12.900000000000002,2024-07-07 16:24:00,16,16,2024-07-07,1728.6000000000004,2024-07
528,2024-07-07,2024-07-07 16:27:58,2024-07-07 16:28:07,0 days 00:02:07,130.0,46.80414762297111,7.154427410092294,286,7,6022,25,2,62554.0,11,858916102,"Fribourg, St-Pierre",127.0,8589161,0.0,3.0,dim,0 days 00:00:09,9.0,3,9.900000000000002,2024-07-07 16:26:00,16,16,2024-07-07,1257.3000000000002,2024-07
528,2024-07-07,2024-07-07 16:29:34,2024-07-07 16:30:22,0 days 00:01:22,334.0,46.803265,7.151273,286,7,6022,25,2,62554.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",82.0,8592374,4.83,9.0,dim,0 days 00:00:48,48.0,3,5.730000000000002,2024-07-07 16:29:00,16,16,2024-07-07,469.8600000000002,2024-07
529,2024-07-07,2024-07-07 16:32:00,2024-07-07 16:32:09,0 days 00:00:39,384.0,46.806263,7.175531,286,7,6023,23,2,62568.0,2,858914102,"Fribourg, Chaley",39.0,8589141,1.05,0.0,dim,0 days 00:00:09,9.0,3,1.05,2024-07-07 16:31:30,16,16,2024-07-07,40.95,2024-07
529,2024-07-07,2024-07-07 16:32:46,2024-07-07 16:32:59,0 days 00:00:59,267.0,46.806696,7.172041,286,7,6023,23,2,62568.0,3,858915202,"Fribourg, Mon-Repos",59.0,8589152,5.23,0.0,dim,0 days 00:00:13,13.0,3,6.28,2024-07-07 16:32:00,16,16,2024-07-07,370.52000000000004,2024-07
529,2024-07-07,2024-07-07 16:34:09,2024-07-07 16:34:22,0 days 00:01:22,223.0,46.809406,7.170425,286,7,6023,23,2,62568.0,5,858913802,"Fribourg, Cité-Jardins",82.0,8589138,5.23,0.0,dim,0 days 00:00:13,13.0,3,12.56,2024-07-07 16:33:00,16,16,2024-07-07,1029.92,2024-07
529,2024-07-07,2024-07-07 16:35:39,2024-07-07 16:35:55,0 days 00:00:55,346.0,46.811481,7.170981,286,7,6023,23,2,62568.0,6,859176602,"Fribourg, Boschung",55.0,8591766,19.88,0.0,dim,0 days 00:00:16,16.0,3,32.44,2024-07-07 16:35:00,16,16,2024-07-07,1784.1999999999998,2024-07
529,2024-07-07,2024-07-07 16:40:22,2024-07-07 16:40:38,0 days 00:01:38,699.0,46.80609,7.161256,286,7,6023,23,2,62568.0,9,858725502,"Fribourg, Tilleul/Cathédrale",98.0,8587255,0.0,8.0,dim,0 days 00:00:16,16.0,3,27.58,2024-07-07 16:39:00,16,16,2024-07-07,2702.8399999999997,2024-07
529,2024-07-07,2024-07-07 16:42:53,2024-07-07 16:43:10,0 days 00:02:10,114.0,46.803763,7.155268,286,7,6023,23,2,62568.0,11,858916102,"Fribourg, St-Pierre",130.0,8589161,2.09,8.0,dim,0 days 00:00:17,17.0,3,21.67,2024-07-07 16:41:00,16,16,2024-07-07,2817.1000000000004,2024-07
529,2024-07-07,2024-07-07 16:44:33,2024-07-07 16:45:13,0 days 00:01:13,349.0,46.803031,7.151531,286,7,6023,23,2,62568.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",73.0,8592374,23.02,20.0,dim,0 days 00:00:40,40.0,3,24.69,2024-07-07 16:44:00,16,16,2024-07-07,1802.3700000000001,2024-07
6605,2024-07-07,2024-07-07 16:49:27,2024-07-07 16:49:40,0 days 00:03:10,395.0,46.806268,7.175561,286,7,6021,27,2,62580.0,2,858914102,"Fribourg, Chaley",190.0,8589141,2.28,1.0,dim,0 days 00:00:13,13.0,3,2.42,2024-07-07 16:46:30,16,16,2024-07-07,459.8,2024-07
6605,2024-07-07,2024-07-07 16:50:17,2024-07-07 16:50:27,0 days 00:03:27,282.0,46.806715,7.172118,286,7,6021,27,2,62580.0,3,858915202,"Fribourg, Mon-Repos",207.0,8589152,3.41,0.0,dim,0 days 00:00:10,10.0,3,5.83,2024-07-07 16:47:00,16,16,2024-07-07,1206.81,2024-07
6605,2024-07-07,2024-07-07 16:51:21,2024-07-07 16:51:37,0 days 00:03:37,191.0,46.809378,7.170461,286,7,6021,27,2,62580.0,5,858913802,"Fribourg, Cité-Jardins",217.0,8589138,2.28,0.0,dim,0 days 00:00:16,16.0,3,8.11,2024-07-07 16:48:00,16,16,2024-07-07,1759.87,2024-07
6605,2024-07-07,2024-07-07 16:56:10,2024-07-07 16:56:49,0 days 00:02:49,688.0,46.806238,7.161198,286,7,6021,27,2,62580.0,9,858725502,"Fribourg, Tilleul/Cathédrale",169.0,8587255,5.69,2.0,dim,0 days 00:00:39,39.0,3,11.8,2024-07-07 16:54:00,16,16,2024-07-07,1994.2,2024-07
6605,2024-07-07,2024-07-07 16:58:36,2024-07-07 16:58:49,0 days 00:02:49,104.0,46.803936,7.15534,286,7,6021,27,2,62580.0,11,858916102,"Fribourg, St-Pierre",169.0,8589161,4.55,4.0,dim,0 days 00:00:13,13.0,3,12.35,2024-07-07 16:56:00,16,16,2024-07-07,2087.15,2024-07
6605,2024-07-07,2024-07-07 17:00:07,2024-07-07 17:02:21,0 days 00:03:21,406.0,46.802951,7.151261,286,7,6021,27,2,62580.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",201.0,8592374,13.66,10.0,dim,0 days 00:02:14,134.0,3,16.01,2024-07-07 16:59:00,17,17,2024-07-07,3218.01,2024-07
530,2024-07-07,2024-07-07 17:02:21,2024-07-07 17:02:33,0 days 00:01:03,383.0,46.806236,7.175555,286,7,6024,23,2,62594.0,2,858914102,"Fribourg, Chaley",63.0,8589141,6.43,0.0,dim,0 days 00:00:12,12.0,3,6.43,2024-07-07 17:01:30,17,17,2024-07-07,405.09,2024-07
530,2024-07-07,2024-07-07 17:03:15,2024-07-07 17:03:26,0 days 00:01:26,270.0,46.806693,7.172121,286,7,6024,23,2,62594.0,3,858915202,"Fribourg, Mon-Repos",86.0,8589152,4.29,0.0,dim,0 days 00:00:11,11.0,3,10.72,2024-07-07 17:02:00,17,17,2024-07-07,921.9200000000001,2024-07
530,2024-07-07,2024-07-07 17:04:24,2024-07-07 17:04:34,0 days 00:01:34,173.0,46.809418,7.17047,286,7,6024,23,2,62594.0,5,858913802,"Fribourg, Cité-Jardins",94.0,8589138,2.14,1.0,dim,0 days 00:00:10,10.0,3,11.86,2024-07-07 17:03:00,17,17,2024-07-07,1114.84,2024-07
530,2024-07-07,2024-07-07 17:05:38,2024-07-07 17:05:55,0 days 00:00:55,345.0,46.811476,7.171026,286,7,6024,23,2,62594.0,6,859176602,"Fribourg, Boschung",55.0,8591766,12.86,0.0,dim,0 days 00:00:17,17.0,3,24.72,2024-07-07 17:05:00,17,17,2024-07-07,1359.6,2024-07
530,2024-07-07,2024-07-07 17:10:08,2024-07-07 17:10:23,0 days 00:01:23,674.0,46.80621,7.16147,286,7,6024,23,2,62594.0,9,858725502,"Fribourg, Tilleul/Cathédrale",83.0,8587255,2.14,1.0,dim,0 days 00:00:15,15.0,3,31.22,2024-07-07 17:09:00,17,17,2024-07-07,2591.2599999999998,2024-07
530,2024-07-07,2024-07-07 17:12:15,2024-07-07 17:12:29,0 days 00:01:29,90.0,46.804061,7.155606,286,7,6024,23,2,62594.0,11,858916102,"Fribourg, St-Pierre",89.0,8589161,0.0,11.0,dim,0 days 00:00:14,14.0,3,20.22,2024-07-07 17:11:00,17,17,2024-07-07,1799.58,2024-07
530,2024-07-07,2024-07-07 17:13:54,2024-07-07 17:14:17,0 days 00:00:17,389.0,46.803011,7.151485,286,7,6024,23,2,62594.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",17.0,8592374,8.57,19.0,dim,0 days 00:00:23,23.0,3,9.79,2024-07-07 17:14:00,17,17,2024-07-07,166.42999999999998,2024-07
528,2024-07-07,2024-07-07 17:17:15,2024-07-07 17:17:29,0 days 00:00:59,395.0,46.806281,7.175603,286,7,6022,27,2,62606.0,2,858914102,"Fribourg, Chaley",59.0,8589141,6.0,1.0,dim,0 days 00:00:14,14.0,3,10.0,2024-07-07 17:16:30,17,17,2024-07-07,590.0,2024-07
528,2024-07-07,2024-07-07 17:18:08,2024-07-07 17:18:23,0 days 00:01:23,285.0,46.80669,7.172143,286,7,6022,27,2,62606.0,3,858915202,"Fribourg, Mon-Repos",83.0,8589152,7.0,1.0,dim,0 days 00:00:15,15.0,3,16.0,2024-07-07 17:17:00,17,17,2024-07-07,1328.0,2024-07
528,2024-07-07,2024-07-07 17:19:38,2024-07-07 17:19:50,0 days 00:01:50,235.0,46.809408,7.170486,286,7,6022,27,2,62606.0,5,858913802,"Fribourg, Cité-Jardins",110.0,8589138,3.0,0.0,dim,0 days 00:00:12,12.0,3,20.0,2024-07-07 17:18:00,17,17,2024-07-07,2200.0,2024-07
528,2024-07-07,2024-07-07 17:20:56,2024-07-07 17:21:09,0 days 00:01:09,361.0,46.811458,7.171036,286,7,6022,27,2,62606.0,6,859176602,"Fribourg, Boschung",69.0,8591766,3.0,0.0,dim,0 days 00:00:13,13.0,3,23.0,2024-07-07 17:20:00,17,17,2024-07-07,1587.0,2024-07
